Locality,Price,Type,Subtype,Rooms,Living Area,Fully equipped kitchen,Furnished,Open fire,Terrace,Terrace Area,Garden,Garden Area,Surface of the plot,Number of facades,Swimming pool,State of the building,Sale Type
Deinze,431450,HOUSE,HOUSE,3,132,1,0,0,1,None,0,None,359,3,0,GOOD,For Sale
Deinze,599500,HOUSE,VILLA,3,181,1,0,0,1,None,0,None,587,4,0,GOOD,For Sale
Gilly,189000,HOUSE,HOUSE,4,170,0,0,0,0,None,0,None,170,3,0,TO_BE_DONE_UP,For Sale
MECHELEN,419000,HOUSE,HOUSE,3,141,0,0,0,0,None,1,730,1057,3,0,TO_RENOVATE,For Sale
Olen,None,APARTMENT_GROUP,APARTMENT_GROUP,None,None,0,0,0,0,None,0,None,None,None,0,None,For Sale
Waterloo,460000,HOUSE,VILLA,3,120,0,0,0,1,25,0,None,803,4,0,TO_BE_DONE_UP,For Sale
Waterloo,1298000,HOUSE,VILLA,6,400,1,0,0,1,90,1,1000,1500,4,1,GOOD,For Sale
Wijgmaal,689000,HOUSE,HOUSE,4,326,0,0,0,1,None,0,None,1019,4,0,None,For Sale
HERSTAL,199000,HOUSE,HOUSE,3,153,0,0,1,1,12,0,None,234,2,0,TO_BE_DONE_UP,For Sale
RONSE,198000,HOUSE,HOUSE,2,90,0,0,0,0,None,0,None,140,None,0,GOOD,For Sale
Scherpenheuvel-Zichem,339000,HOUSE,HOUSE,3,198,1,0,0,1,None,0,None,268,3,0,AS_NEW,For Sale
Antwerpen,399000,HOUSE,HOUSE,3,180,0,0,0,0,None,1,40,122,2,0,AS_NEW,For Sale
Antwerpen,575000,APARTMENT,APARTMENT,3,148,0,0,0,1,16,0,None,None,None,0,AS_NEW,For Sale
Antwerpen,379000,HOUSE,HOUSE,4,141,0,0,0,0,None,1,10,75,2,0,GOOD,For Sale
Antwerpen,155000,APARTMENT,APARTMENT,1,63,0,0,0,1,10,0,None,None,None,0,GOOD,For Sale
Antwerpen,165000,APARTMENT,APARTMENT,2,76,0,0,0,1,10,0,None,None,None,0,GOOD,For Sale
Antwerpen,525000,APARTMENT,APARTMENT,0,None,0,0,0,0,None,1,50,None,2,0,TO_BE_DONE_UP,For Sale
RONSE,189000,APARTMENT,APARTMENT,3,140,0,0,0,1,None,0,None,None,2,0,TO_RENOVATE,For Sale
Grimbergen,315000,HOUSE,HOUSE,4,240,0,0,0,0,None,1,80,0,2,0,None,For Sale
Macquenoise,195000,HOUSE,FARMHOUSE,4,173,0,0,0,1,20,0,None,1155,4,1,GOOD,For Sale
Koekelberg,899000,HOUSE,APARTMENT_BLOCK,10,350,0,0,0,0,None,0,None,0,2,0,None,For Sale
RONSE,189000,HOUSE,MIXED_USE_BUILDING,3,140,0,0,0,1,None,0,None,179,2,0,TO_RENOVATE,For Sale
Antwerpen,399000,HOUSE,HOUSE,3,None,0,0,0,1,None,0,None,0,4,0,GOOD,For Sale
MOUSCRON,90000,HOUSE,HOUSE,1,61,0,0,0,0,None,0,None,75,None,0,TO_BE_DONE_UP,For Sale
Anzegem,1295000,HOUSE,HOUSE,4,422,0,0,1,0,None,1,654,2081,4,0,AS_NEW,For Sale
Leopoldsburg,260000,APARTMENT,APARTMENT,3,107,0,0,0,1,48,0,None,None,None,0,GOOD,For Sale
Aalter,750000,HOUSE,VILLA,4,250,0,0,0,1,None,0,None,3462,4,0,AS_NEW,For Sale
Loppem,395000,HOUSE,HOUSE,3,None,0,0,0,0,None,0,None,729,4,0,None,For Sale
SINT-NIKLAAS,270000,APARTMENT,APARTMENT,3,102,0,0,0,1,15,0,None,None,2,0,GOOD,For Sale
BASÈCLES,170000,HOUSE,HOUSE,2,88,0,0,0,1,None,0,None,1935,4,0,TO_RENOVATE,For Sale
Zwijndrecht,375000,HOUSE,HOUSE,3,175,1,0,0,1,10,1,95,160,2,0,GOOD,For Sale
Ninove,219000,HOUSE,HOUSE,3,126,0,0,0,1,None,0,None,386,3,0,TO_RENOVATE,For Sale
Anderlecht,180000,APARTMENT,APARTMENT,2,65,0,0,0,0,None,0,None,None,2,0,GOOD,For Sale
Woluwe-Saint-Pierre,290000,APARTMENT,APARTMENT,2,90,0,0,0,1,9,0,None,None,2,0,GOOD,For Sale
GENT,499000,APARTMENT,DUPLEX,3,180,0,0,0,1,50,0,None,None,2,0,None,For Sale
HOMBEEK,359000,HOUSE,HOUSE,3,126,0,0,0,1,15,1,82,163,2,0,GOOD,For Sale
Wavre,275000,APARTMENT,APARTMENT,2,90,1,0,0,0,None,0,None,None,None,0,AS_NEW,For Sale
Zwalm,475000,HOUSE,HOUSE,3,194,0,0,0,1,25,1,185,282,2,0,AS_NEW,For Sale
Evergem,239000,APARTMENT,APARTMENT,2,71,0,0,0,1,14,0,None,None,1,0,GOOD,For Sale
Braine-le-Château,575000,HOUSE,COUNTRY_COTTAGE,3,195,0,0,0,1,100,0,None,3385,4,0,AS_NEW,For Sale
Uccle,395000,APARTMENT,APARTMENT,4,118,1,0,0,1,7,0,None,None,2,0,GOOD,For Sale
Deurne,257000,APARTMENT,APARTMENT,1,83,0,0,1,1,19,1,60,None,2,0,GOOD,For Sale
Schaerbeek,215000,APARTMENT,GROUND_FLOOR,2,81,1,0,0,1,15,0,None,None,2,0,TO_BE_DONE_UP,For Sale
WATERLOO,1850000,HOUSE,VILLA,5,531,0,0,1,1,120,1,3400,4851,4,0,TO_BE_DONE_UP,For Sale
Schaerbeek,340000,APARTMENT,APARTMENT,2,88,1,0,0,1,10,0,None,None,3,0,GOOD,For Sale
Ixelles,949000,APARTMENT,PENTHOUSE,3,178,1,0,0,1,18,0,None,None,2,0,JUST_RENOVATED,For Sale
Gent,399000,APARTMENT,APARTMENT,3,143,0,0,0,1,7,0,None,None,3,0,AS_NEW,For Sale
Oostende,179000,APARTMENT,FLAT_STUDIO,1,26,1,0,0,1,12,0,None,None,None,0,GOOD,For Sale
Etterbeek,449000,APARTMENT,PENTHOUSE,2,117,1,0,0,1,15,0,None,None,3,0,AS_NEW,For Sale
SCHAERBEEK,340000,APARTMENT,APARTMENT,2,104,0,0,0,1,8,0,None,None,2,0,GOOD,For Sale
LEUVEN,445000,APARTMENT,APARTMENT,2,101,0,0,0,1,7,0,None,None,2,0,GOOD,For Sale
FLÉMALLE-GRANDE,219000,HOUSE,HOUSE,3,113,0,0,0,0,None,1,220,285,None,0,JUST_RENOVATED,For Sale
ANTWERPEN,1555000,APARTMENT,APARTMENT,4,326,1,0,0,1,107,0,None,None,2,0,GOOD,For Sale
Kluisbergen,295000,HOUSE,HOUSE,6,465,0,0,0,0,None,0,None,1340,2,0,TO_RENOVATE,For Sale
Bierbeek,415000,HOUSE,HOUSE,4,210,0,0,0,1,None,1,1732,2769,4,0,TO_RENOVATE,For Sale
LIER,270000,APARTMENT,PENTHOUSE,1,71,0,0,0,1,13,0,None,None,2,0,None,For Sale
Boortmeerbeek,425000,HOUSE,VILLA,4,152,0,0,0,0,None,1,591,691,4,0,TO_BE_DONE_UP,For Sale
Gent,465000,HOUSE,HOUSE,3,195,0,0,0,0,None,0,None,139,None,0,TO_RENOVATE,For Sale
Perwez,430000,HOUSE,VILLA,5,180,0,0,0,1,50,1,800,940,4,1,AS_NEW,For Sale
La Louviere,125000,APARTMENT,APARTMENT,2,119,0,0,0,0,None,0,None,None,2,0,GOOD,For Sale
La Louvière,110000,APARTMENT,DUPLEX,1,68,0,0,0,0,None,0,None,None,2,0,GOOD,For Sale
Sint-Pieters-Leeuw,460000,HOUSE,HOUSE,4,175,0,0,0,0,None,1,150,370,2,0,GOOD,For Sale
La Louvière,195000,HOUSE,HOUSE,6,203,0,0,0,1,None,0,None,1877,3,0,TO_BE_DONE_UP,For Sale
Ixelles,4950000,HOUSE,HOUSE,5,700,1,0,0,1,50,1,267,657,2,1,AS_NEW,For Sale
Uccle,2270000,APARTMENT,APARTMENT,4,330,1,0,0,1,100,0,None,None,3,0,AS_NEW,For Sale
Oostakker,411000,APARTMENT,APARTMENT,3,112,1,0,0,1,35,0,None,None,None,0,GOOD,For Sale
Oostakker,411000,APARTMENT,APARTMENT,3,112,1,0,0,1,34,0,None,None,None,0,GOOD,For Sale
Oostende,312500,APARTMENT,APARTMENT,3,106,1,0,0,1,None,0,None,None,2,0,AS_NEW,For Sale
Oostakker,425000,APARTMENT,APARTMENT,3,103,1,0,0,1,62,0,None,None,None,0,GOOD,For Sale
Oostakker,434000,APARTMENT,APARTMENT,3,114,1,0,0,1,45,0,None,None,None,0,GOOD,For Sale
Blankenberge,629000,HOUSE,HOUSE,9,397,0,0,0,1,20,1,77,205,2,0,JUST_RENOVATED,For Sale
Koksijde,139000,APARTMENT,APARTMENT,2,55,0,0,0,0,None,0,None,None,2,0,GOOD,For Sale
Buggenhout,319000,HOUSE,BUNGALOW,3,238,0,0,0,1,None,0,None,811,3,0,GOOD,For Sale
Watermael-Boitsfort,499000,HOUSE,HOUSE,2,115,0,0,0,0,None,1,180,233,2,0,GOOD,For Sale
Rumes,79000,HOUSE,HOUSE,1,80,0,0,0,1,None,0,None,160,2,0,TO_RENOVATE,For Sale
Menen,240000,HOUSE,HOUSE,3,145,0,0,0,1,None,0,None,143,2,0,None,For Sale
SCHILDE,910000,HOUSE,VILLA,5,392,0,0,1,0,None,0,None,2107,4,0,GOOD,For Sale
Uccle,750000,APARTMENT,GROUND_FLOOR,3,188,0,0,0,1,None,1,650,None,3,0,None,For Sale
Trooz,149000,HOUSE,MIXED_USE_BUILDING,3,250,0,0,0,1,30,0,None,267,4,0,TO_BE_DONE_UP,For Sale
WAREGEM,735000,HOUSE,VILLA,4,350,1,0,0,0,None,0,None,711,4,0,AS_NEW,For Sale
Oudenaarde,1100000,HOUSE,MIXED_USE_BUILDING,6,421,0,0,0,1,None,0,None,2857,4,0,AS_NEW,For Sale
SINT-KWINTENS-LENNIK,749000,HOUSE,HOUSE,3,240,0,0,0,1,None,0,None,2283,4,0,GOOD,For Sale
LEUVEN,535000,HOUSE,HOUSE,3,205,0,0,0,1,25,1,124,216,2,0,TO_RENOVATE,For Sale
Uccle,850000,HOUSE,HOUSE,7,361,0,0,0,1,None,0,None,200,2,0,GOOD,For Sale
Woluwe-Saint-Lambert,575000,HOUSE,HOUSE,3,202,1,0,0,0,None,1,60,167,2,0,JUST_RENOVATED,For Sale
Gent,289000,APARTMENT,APARTMENT,1,58,0,0,0,1,12,0,None,None,None,0,GOOD,For Sale
Liège,650000,HOUSE,HOUSE,4,300,0,0,0,0,None,0,None,110,2,0,TO_RENOVATE,For Sale
Saint-Léger,210000,HOUSE,HOUSE,4,190,0,0,0,0,None,1,150,370,2,0,TO_RENOVATE,For Sale
Uccle,695000,APARTMENT,APARTMENT,3,150,1,0,0,1,28,0,None,None,4,0,GOOD,For Sale
Herzele,189000,HOUSE,HOUSE,3,201,0,0,1,1,12,1,350,541,3,0,TO_RESTORE,For Sale
Kruisem,305000,APARTMENT,APARTMENT,2,86,0,0,0,1,16,0,None,None,None,0,GOOD,For Sale
Bruxelles,365000,APARTMENT,APARTMENT,1,125,1,0,0,1,15,0,None,None,2,0,JUST_RENOVATED,For Sale
Antwerpen (2060),224500,HOUSE,HOUSE,3,102,0,0,0,0,None,0,None,50,None,0,TO_RENOVATE,For Sale
Gent,1195000,APARTMENT,APARTMENT,2,208,0,0,0,1,16,0,None,None,2,0,AS_NEW,For Sale
